gene_id,Gene name,UTR5LEN_log10zscore,CDSLEN_log10zscore,INTRONLEN_log10zscore,UTR3LEN_log10zscore,UTR5GC,CDSGC,UTR3GC,ORFEXONDENSITY
ENSMUSG00000003341,Atp8b3,0.1332256114738929,1.538907469963688,0.2711879267324887,-0.06798048949662956,0.8923635142037477,0.40220436279205873,1.1126701580618,0.43122887189466685
ENSMUSG00000050107,Haspin,-0.47685011976618125,0.8318450639012482,-2.6543866218607493,0.1569730552622361,0.39920600576327686,0.286527440027533,-0.010044052335253427,-2.8203659541345485
ENSMUSG00000021692,Dimt1,-0.3165609896891983,-0.2839614794870722,0.13913050013211903,0.43716493350083524,0.48226411244798784,-0.6967264034709361,-0.7036955071665534,1.2458977248236476
ENSMUSG00000046438,Scgb2b24,-0.5743930147978741,-1.5650634902797156,-0.5498285001039623,-0.2973739993451801,-0.20815639936867159,-1.3763283247125233,0.1544300039649523,0.7878997196329204
ENSMUSG00000031994,Adamts8,0.5341366165742901,1.0566934645932142,0.3060521388836876,0.24138684889965625,0.9494659625494866,1.0528870533425145,0.18303418766933544,-0.4594991206054097
ENSMUSG00000030244,Gys2,0.5877258265071431,0.7370120234536924,0.6917267480004565,-0.14542111417538656,-0.2756411110499993,-0.4075340965596216,-0.21027333826593778,0.5781332139874562
ENSMUSG00000000204,Slfn4,1.2384183800471276,0.5485659723731736,0.15663747965138897,0.3826024751680301,-0.31717016439235474,-0.9714590950366839,-0.5177683130880608,-1.3115792209944173
ENSMUSG00000029840,Mtpn,0.5392680417297516,-1.5027666209728168,0.4827267616433881,0.8742288121580096,0.6276157991462321,-0.5521302500152788,-0.260330659748609,1.0887371511143176
ENSMUSG00000068808,Olfr1189,1.1554808482161858,-0.2975343510854643,-0.18707101522662198,-0.8690274829810465,-1.1217955729004918,-1.578762939550444,-0.9110758390233336,-1.8113503246196543
ENSMUSG00000030789,Itgax,-0.09539233944385075,1.370442746178619,0.31519379501741285,0.11836576380895177,-0.27044997938220483,0.06963320984404717,0.48337811656536217,0.7334897371759245
ENSMUSG00000040287,Stac3,0.673135061471331,-0.10560292385710685,-0.11157286861337588,-0.003593172753629295,-0.1510539510229328,0.3299062860642301,1.2628421225098134,0.9557895637521105
ENSMUSG00000098692,Gm28041,0.004406014808327409,-1.542720578118135,0.5174074397582217,0.0009389102366422677,-0.3327435593957381,-0.5665898653608445,-0.14591392493107483,0.7652721586166111
ENSMUSG00000026004,Kansl1l,0.3857977483530864,1.1118822515871285,0.9376528699296983,0.5462746710548462,1.001377279227431,-1.4341667860947869,-0.40335157827052665,-0.05723823806469945
ENSMUSG00000045795,Whamm,-0.5231030997404479,0.8902404166470482,0.41544727334185844,0.2526439643590733,0.5601310874649044,0.8938312845412917,0.5477375299002255,-0.16489921926116535
ENSMUSG00000006517,Mvd,-0.22215444999529102,0.03173855244205109,0.04096522167153312,0.1432387476513963,0.06178244735663909,1.1396447454159089,1.298597352140293,0.6963863264165419
ENSMUSG00000056399,Prss34,0.05454912458538955,-0.2546093944722202,-0.9347791109459203,-0.292497169041096,-0.3067879010567659,0.6913966697033715,0.4261697491565955,0.11294295193175836
ENSMUSG00000027365,Trpm7,0.4965619262025426,1.955685582442448,0.8685257097467712,0.5026480432511554,0.5912778774716705,-1.7811975543883642,-0.2031222923398419,0.47495387012521884
ENSMUSG00000053184,Spaca3,0.6440840057858548,-1.094593361833004,0.05988993489263428,-0.44891051206210447,-0.11990716101616618,0.46004282417432,0.740815769904814,0.6766579194035546
ENSMUSG00000045636,Mtus1,0.7206072570258449,1.4198461073617459,1.07453503726801,0.7658697271167629,0.18117847571591056,-0.6099687113975417,0.17588314174323955,-0.3661928884487524
ENSMUSG00000030970,Ctbp2,-0.33794344279725835,1.1668592263706732,0.4404368255458851,0.21332656525479066,-0.18739187269749386,0.9082908998868574,-0.01719509826134931,-0.5682464562384809
ENSMUSG00000030898,Cckbr,0.5657303947299912,0.19016135168953144,0.03937717144205106,0.38051739574121957,0.6120424041428487,1.2264024374893032,0.40471661137830783,-0.33204621328205425
ENSMUSG00000001017,Chtop,0.6116676149238034,-0.5625265307253008,0.06087741542988999,0.3887904706947212,0.45111732244122066,0.5612601315932817,0.02571117729522599,0.42192795996194166
ENSMUSG00000028637,Ccdc30,0.7240683758741995,0.6453691749623279,0.9193408331366638,-0.2973739993451801,0.3732503474243047,-0.30631678914066157,0.1544300039649523,0.5032936642610851
ENSMUSG00000095923,Ighv1-37,-3.19752056331558,-1.506346549682949,-1.6290712525015747,-3.11411796210884,-2.902353734953982,-0.5955090960519752,-2.8990666064779878,0.2178992082055397
ENSMUSG00000029730,Mcm7,0.9520085194264001,0.7641807286157812,-0.1422245278851807,-0.3527205370000288,0.035826789017666914,0.19976974795413865,0.14727895803885602,0.4695694226684942
ENSMUSG00000079091,Gm3404,-0.556669037318672,-0.2988997693135472,-0.5441815820335512,-0.24902379776306,-0.11990716101616618,-0.10388217430274148,-0.8109611960579917,0.1573448295168559
ENSMUSG00000025049,Taf5,-0.80213501357293,0.9023321981556993,0.2002634433080892,0.34459608207371845,0.7625852225088868,0.04071397915291573,-0.18166915456155425,-0.05723823806469945
ENSMUSG00000096066,Gm10424,0.05454912458538955,0.26722572569870945,-0.39765830692834786,-0.046992298089588706,0.025444525682077463,-0.4942917886330159,-0.002893006409157146,-1.038285040842443
ENSMUSG00000079298,Klrb1b,-0.022818770858271702,-0.7033978663978879,0.13358424362975246,0.5616941776385297,-0.2756411110499993,-1.1305148638379068,0.14727895803885602,0.7934945130868496
ENSMUSG00000092165,Gm5624,-3.19752056331558,-0.7974399407574952,-0.19037927048124595,0.45889826147655827,-2.902353734953982,-1.7088994776605357,-0.26748170567470486,0.37631562689935405
ENSMUSG00000022214,Dcaf11,0.5057837044252722,0.4246290541599244,-0.03571803013923835,0.2719979164753959,-0.24449432104323265,0.34436590140979584,0.7551178617570058,0.7246827397640303
ENSMUSG00000045503,Sys1,0.9128624559396811,-1.1472865672672539,-0.03605318095565811,0.3792608786080984,0.2590454507328271,1.4288370523272234,0.6621542647177593,0.36660448076000396
ENSMUSG00000041798,Gck,0.79933911667694,0.21849040064531353,0.6815349843587587,0.3500679500889296,0.103311500698994,0.8070735924678973,1.1126701580618,0.5085380640886651
ENSMUSG00000051413,Plagl2,0.6640842736135053,0.3065775713020763,-0.16726577829015182,0.916931818442839,-0.5871090111176651,0.6335582083211103,0.49052916249145806,-1.559000146462543
ENSMUSG00000004356,Utp20,0.25959113314766497,2.4601244795309083,0.8382746766390409,-0.05213252746712132,0.5341754291259322,-0.7545648648531981,0.1615810498910478,0.5514235435586776
ENSMUSG00000073794,I0C0044D17Rik,0.7252164579552467,-1.0415539748789058,-0.3084213906543124,0.5259412425539005,-0.4209927977482435,-0.16172063568500436,0.5834927595307049,-1.09824955730529
